Date,Close,9-day,21-day,Signal
2022-04-18,165.07000732421875,,,
2022-04-19,167.39999389648438,,,
2022-04-20,167.22999572753906,,,
2022-04-21,166.4199981689453,,,
2022-04-22,161.7899932861328,,,
2022-04-25,162.8800048828125,,,
2022-04-26,156.8000030517578,,,
2022-04-27,156.57000732421875,,,
2022-04-28,163.63999938964844,163.08888922797308,,
2022-04-29,157.64999389648438,162.26444329155817,,
2022-05-02,157.9600067138672,161.2155558268229,,
2022-05-03,159.47999572753906,160.3544447157118,,
2022-05-04,166.02000427246094,160.31000094943576,,
2022-05-05,156.77000427246094,159.75222439236111,,
2022-05-06,157.27999877929688,159.1300014919705,,
2022-05-09,152.05999755859375,158.60333421495227,,
2022-05-10,154.50999450683594,158.37444390190973,,
2022-05-11,146.5,156.4699995252821,,
2022-05-12,142.55999755859375,154.79333326551648,,
2022-05-13,147.11000061035156,153.58777703179254,,
2022-05-16,145.5399932861328,152.0388878716363,157.67809477306548,
2022-05-17,149.24000549316406,150.17444356282553,156.92428516206286,
2022-05-18,140.82000732421875,148.4022216796875,155.65857151576452,
2022-05-19,137.35000610351562,146.18777804904514,154.2357148670015,
2022-05-20,137.58999633789062,144.58000013563367,152.86285763695128,
2022-05-23,143.11000061035156,143.3133341471354,151.97333417619978,
2022-05-24,140.36000061035156,142.63111199273004,150.9009530203683,
2022-05-25,140.52000427246094,142.40444607204861,150.12571498325892,
2022-05-26,143.77999877929688,142.03444586859808,149.51666695731026,
2022-05-27,149.63999938964844,142.49000210232205,148.8500002906436,
2022-05-31,148.83999633789062,142.445556640625,148.43047659737724,
2022-06-01,148.7100067138672,143.32222323947482,147.99000040690103,
2022-06-02,151.2100067138672,144.86222330729166,147.59619140625,
2022-06-03,145.3800048828125,145.727779812283,146.6133342924572,
2022-06-06,146.13999938964844,146.06444634331598,146.10714358375185,
2022-06-07,148.7100067138672,146.99222479926215,145.6990487234933,BUY
2022-06-08,147.9600067138672,147.81889173719617,145.5038110642206,
2022-06-09,142.63999938964844,147.69222513834634,144.9385732014974,
2022-06-10,137.1300048828125,146.3022257486979,144.4923829578218,
2022-06-13,131.8800048828125,144.41778225368924,143.9838118780227,
2022-06-14,132.75999450683594,142.64555867513022,143.30047825404577,SELL
2022-06-15,135.42999267578125,140.89222378200955,142.81904965355284,
2022-06-16,130.05999755859375,139.19000074598523,141.9057159423828,
2022-06-17,131.55999755859375,137.57000054253473,141.46476309640067,
2022-06-21,135.8699951171875,136.14333258734808,141.39428638276598,
2022-06-22,135.35000610351562,134.74222140842014,141.28762018112909,
2022-06-23,138.27000427246094,134.2566663953993,141.05714416503906,
2022-06-24,141.66000366210938,134.75999959309897,141.11904907226562,
2022-06-27,141.66000366210938,135.84666612413196,141.17333475748697,
2022-06-28,137.44000244140625,136.36666700575086,140.8714301699684,
2022-06-29,139.22999572753906,136.78888956705728,140.37571570986793,
2022-06-30,136.72000122070312,137.52888997395834,139.79857308523995,
2022-07-01,138.92999267578125,138.3477783203125,139.33285813104538,
2022-07-05,141.55999755859375,138.9800008138021,138.87333388555618,BUY
2022-07-06,142.9199981689453,139.82111104329428,138.75619070870536,
2022-07-07,146.35000610351562,140.71888902452258,138.76619102841332,
2022-07-08,147.0399932861328,141.31666564941406,138.68666657947358,
2022-07-11,144.8699951171875,141.67333136664496,138.53952317010788,
2022-07-12,145.86000061035156,142.60888671875,138.69285656156995,
2022-07-13,145.49000549316406,143.304443359375,139.09095182872954,
2022-07-14,148.47000122070312,144.60999891493054,139.8809516543434,
2022-07-15,150.1699981689453,145.85888841417102,140.70999944777716,
2022-07-18,147.07000732421875,146.47111172146268,141.26428585960753,
2022-07-19,151.0,147.36888970269098,142.2614288330078,
2022-07-20,153.0399932861328,148.11222161187067,143.28428577241442,
2022-07-21,155.35000610351562,149.03555636935764,144.21190534319197,
2022-07-22,154.08999633789062,150.06000094943576,145.10428583054315,
2022-07-25,152.9499969482422,150.8477783203125,145.80333310081846,
2022-07-26,151.60000610351562,151.52666727701822,146.27666655040923,
2022-07-27,156.7899932861328,152.45111083984375,146.9971422467913,
2022-07-28,157.35000610351562,153.24888949924045,147.9452376592727,
2022-07-29,162.50999450683594,154.96444363064236,149.0538090297154,
2022-08-01,161.50999450683594,156.13222079806857,150.23428490048363,
2022-08-02,160.00999450683594,156.9066653781467,151.23809451148622,
2022-08-03,166.1300048828125,158.1044430202908,152.40809486025856,
2022-08-04,165.80999755859375,159.4066653781467,153.4980948311942,
2022-08-05,165.35000610351562,160.7844441731771,154.4028567359561,
2022-08-08,164.8699951171875,162.2588873969184,155.2519044421968,
2022-08-09,164.9199981689453,163.16222127278647,156.2066664922805,
2022-08-10,169.24000549316406,164.48333231608072,157.32000005812873,
2022-08-11,168.49000549316406,165.1477779812283,158.41523815336683,
2022-08-12,172.10000610351562,166.32444593641492,159.54047648111978,
2022-08-15,173.19000244140625,167.7888912624783,160.6366671607608,
2022-08-16,173.02999877929688,168.55555725097656,161.87285723005022,
2022-08-17,174.5500030517578,169.52666897243924,162.9942859468006,
2022-08-18,174.14999389648438,170.50444539388022,163.99952407110305,
2022-08-19,171.52000427246094,171.2433353000217,164.76952398390998,
2022-08-22,167.57000732421875,171.53778076171875,165.41142926897322,
2022-08-23,167.22999572753906,171.31444634331598,166.0914292108445,
2022-08-24,167.52999877929688,171.20777893066406,166.8500002906436,
2022-08-25,170.02999877929688,170.97777811686197,167.48047674269904,
2022-08-26,163.6199951171875,169.91444396972656,167.77904764811197,
2022-08-29,161.3800048828125,168.62000020345053,167.7252386183966,
2022-08-30,158.91000366210938,166.8822224934896,167.60142953055245,SELL
2022-08-31,157.22000122070312,165.00111219618054,167.46857270740327,
2022-09-01,157.9600067138672,163.49444580078125,167.07952517554872,
2022-09-02,155.80999755859375,162.18777804904514,166.60333469935827,
2022-09-06,154.52999877929688,160.77666727701822,166.08809625534784,
2022-09-07,155.9600067138672,159.4911126030816,165.66381109328498,
2022-09-08,154.4600067138672,157.76111348470053,165.16571626209077,
2022-09-09,157.3699951171875,157.06666904025607,164.60047767275856,
2022-09-12,163.42999267578125,157.29444546169705,164.35952468145462,
2022-09-13,153.83999633789062,156.73111131456164,163.49000040690103,
2022-09-14,155.30999755859375,156.51888868543836,162.6385716029576,
2022-09-15,152.3699951171875,155.89777628580728,161.6547619047619,
2022-09-16,150.6999969482422,155.32999844021268,160.519047328404,
2022-09-19,154.47999572753906,155.3244425455729,159.58238074893043,
2022-09-20,156.89999389648438,155.4288855658637,158.88618977864584,
2022-09-21,153.72000122070312,155.34666273328992,158.2266656784784,
2022-09-22,152.74000549316406,154.83221944173178,157.53666614350817,
2022-09-23,150.42999267578125,153.38777499728732,156.72238013857887,
2022-09-26,150.77000427246094,153.04666476779514,155.80523754301527,
2022-09-27,151.75999450683594,152.65221998426648,155.240475609189,
2022-09-28,149.83999633789062,152.37110900878906,154.69095139276413,
2022-09-29,142.47999572753906,151.45777553982205,153.90857006254652,
2022-09-30,138.1999969482422,149.64888678656683,153.0028555733817,
2022-10-03,142.4499969482422,148.0433315700955,152.2642836797805,
2022-10-04,146.10000610351562,147.19666544596353,151.8019031343006,
2022-10-05,146.39999389648438,146.49221971299914,151.41476004464286,
2022-10-06,145.42999267578125,145.93666415744357,150.91333080473402,
2022-10-07,140.08999633789062,144.749996609158,150.22904459635416,
2022-10-10,140.4199981689453,143.48999701605902,149.4219018845331,
2022-10-11,138.97999572753906,142.28333028157553,148.2576163155692,
2022-10-12,138.33999633789062,141.82333034939236,147.51952107747397,
2022-10-13,142.99000549316406,142.35555352105035,146.93285478864397,
2022-10-14,138.3800048828125,141.90333218044705,146.26666477748327,
2022-10-17,142.41000366210938,141.4933319091797,145.87190319242933,
2022-10-18,143.75,141.19888814290366,145.36095101492745,
2022-10-19,143.86000061035156,141.02444458007812,144.73999895368303,
2022-10-20,143.38999938964844,141.39111158582898,144.2480941045852,
2022-10-21,147.27000427246094,142.15222337510852,143.9876178559803,
2022-10-24,149.4499969482422,143.31555684407553,143.94095139276413,
2022-10-25,152.33999633789062,144.87111239963107,144.01571291968935,BUY
2022-10-26,149.35000610351562,145.5777791341146,143.9009515671503,
2022-10-27,144.8000030517578,146.2911122639974,143.66095188685827,
2022-10-28,155.74000549316406,147.77222357855902,144.29238092331659,
2022-10-31,153.33999633789062,148.83777872721353,145.01333327520462,
2022-11-01,150.64999389648438,149.59222242567273,145.40380932035902,
2022-11-02,145.02999877929688,149.77444458007812,145.3528565906343,
2022-11-03,138.8800048828125,148.84222242567273,144.99476187569755,
2022-11-04,138.3800048828125,147.61222330729166,144.65904817127046,
2022-11-07,138.9199981689453,146.12111239963107,144.60333397274925,
2022-11-08,139.5,145.02666727701822,144.5595245361328,
2022-11-09,134.8699951171875,143.92333306206598,144.36381022135416,SELL
2022-11-10,146.8699951171875,142.93777635362414,144.7700006394159,
2022-11-11,149.6999969482422,142.53333197699652,145.0895240420387,
2022-11-14,148.27999877929688,142.2699991861979,145.56095232282365,
2022-11-15,150.0399932861328,142.82666524251303,145.92428516206286,
2022-11-16,148.7899932861328,143.92777506510416,146.1642848423549,
2022-11-17,150.72000122070312,145.29888576931424,146.49095153808594,
2022-11-18,151.2899932861328,146.67332967122397,146.8671417236328,
2022-11-21,148.00999450683594,147.61888461642795,146.90237935384116,BUY
2022-11-22,150.17999267578125,149.3199954562717,146.93714105515252,
2022-11-23,151.07000732421875,149.78666347927518,146.87666538783483,
2022-11-25,148.11000061035156,149.60999721950955,146.81761750720796,
2022-11-28,144.22000122070312,149.1588863796658,146.78999837239584,
2022-11-29,141.1699981689453,148.17333136664496,146.096188499814,
2022-11-30,148.02999877929688,148.0888875325521,145.84333147321428,
2022-12-01,148.30999755859375,147.82110934787326,145.73190307617188,
2022-12-02,147.80999755859375,147.43444315592447,145.8642839704241,
2022-12-05,146.6300048828125,147.28111097547742,146.23333158947173,
2022-12-06,142.91000366210938,146.47333441840277,146.44904581705728,
2022-12-07,140.94000244140625,145.3477783203125,146.5452364966983,SELL
2022-12-08,142.64999389648438,144.74111090766058,146.6952362060547,
2022-12-09,142.16000366210938,144.51222229003906,147.04237947009858,
2022-12-12,144.49000549316406,144.88111199273004,146.92904663085938,
2022-12-13,145.47000122070312,144.59666781955295,146.72761826288132,
2022-12-14,143.2100067138672,144.03000217013889,146.48619006928942,
2022-12-15,136.5,142.7733357747396,145.84142848423548,
2022-12-16,134.50999450683594,141.42666795518664,145.1614285423642,
2022-12-19,132.3699951171875,140.25555589463977,144.28761872791108,
2022-12-20,132.3000030517578,139.2955559624566,143.38333347865515,
2022-12-21,135.4499969482422,138.4955563015408,142.78523835681733,
2022-12-22,132.22999572753906,137.39222208658853,141.93047659737724,
2022-12-23,131.86000061035156,135.9888882107205,141.01571437290735,
2022-12-27,130.02999877929688,134.27333238389758,140.1547619047619,
2022-12-28,126.04000091552734,132.3655539618598,139.28904760451545,
2022-12-29,129.61000061035156,131.5999984741211,138.7385715302967,
2022-12-30,129.92999267578125,131.09110938178168,137.87666647774833,
2023-01-03,125.06999969482422,130.27999877929688,136.76999991280692,
2023-01-04,126.36000061035156,129.6199985080295,135.74857148670014,
2023-01-05,125.0199966430664,128.4611095852322,134.71952347528367,
2023-01-06,129.6199951171875,128.17110951741537,134.0866659255255,
2023-01-09,130.14999389648438,127.98110877143012,133.57285599481492,
2023-01-10,130.72999572753906,128.0588862101237,133.00523703438895,
2023-01-11,133.49000549316406,128.88666449652777,132.5923799787249,
2023-01-12,133.41000366210938,129.3088870578342,132.06476084391275,
2023-01-13,134.75999450683594,129.84555392795139,131.5547605242048,
2023-01-17,135.94000244140625,131.05333201090494,131.2085698445638,
2023-01-18,135.2100067138672,132.03666602240668,131.14714159284318,BUY
2023-01-19,135.27000427246094,133.17555575900607,131.18333253406342,
2023-01-20,137.8699951171875,134.09222242567273,131.44523729596818,
2023-01-23,141.11000061035156,135.31000094943576,131.86476098923455,
2023-01-24,142.52999877929688,136.62111239963107,132.2019039335705,
2023-01-25,141.86000061035156,137.55111185709634,132.66047559465682,
2023-01-26,143.9600067138672,138.72333441840277,133.23666636149088,
2023-01-27,145.92999267578125,139.96444532606336,133.99380892799013,
2023-01-30,143.0,140.74888949924045,134.80142793201264,
2023-01-31,144.2899932861328,141.75777689615884,135.50047520228796,
2023-02-01,145.42999267578125,142.88666449652777,136.23857044038317,
2023-02-02,150.82000732421875,144.32555474175348,137.46476127987816,
2023-02-03,154.5,145.81333245171442,138.8047612508138,
2023-02-06,151.72999572753906,146.83555433485242,140.07666596912202,
2023-02-07,154.64999389648438,148.2566646999783,141.26857067289808,
2023-02-08,151.9199981689453,149.14110819498697,142.30523754301527,
2023-02-09,150.8699951171875,149.68999735514322,143.2642851329985,
2023-02-10,151.00999450683594,150.57999674479166,144.09857032412575,
2023-02-13,153.85000610351562,151.64222039116754,145.0719037737165,
2023-02-14,153.1999969482422,152.50555419921875,145.9499991280692,
2023-02-15,155.3300018310547,153.0066646999783,146.87333243233817,
2023-02-16,153.7100067138672,152.91888766818576,147.75428481329055,
2023-02-17,152.5500030517578,153.00999959309897,148.57714189801897,
2023-02-21,148.47999572753906,152.32444424099393,149.08238002232142,
2023-02-22,148.91000366210938,151.99000040690103,149.4538087390718,
2023-02-23,149.39999389648438,151.82666693793402,149.78095136369978,
2023-02-24,146.7100067138672,151.34889051649304,150.01190403529577,
2023-02-27,147.9199981689453,150.69000074598523,150.20047505696616,
2023-02-28,147.41000366210938,150.04666815863715,150.27095177060082,SELL
2023-03-01,145.30999755859375,148.93333435058594,150.3809516543434,
2023-03-02,145.91000366210938,148.06666734483508,150.45809500558036,
2023-03-03,151.02999877929688,147.8977779812283,150.72476196289062,
2023-03-06,153.8300018310547,148.49222310384116,150.8680950346447,
2023-03-07,151.60000610351562,148.7911122639974,150.73000008719308,
2023-03-08,152.8699951171875,149.17666795518664,150.78428577241442,
2023-03-09,150.58999633789062,149.60777791341147,150.59095255533853,
2023-03-10,148.5,149.67222256130643,150.42809549967447,
2023-03-13,150.47000122070312,150.01222229003906,150.40904817127046,
2023-03-14,152.58999633789062,150.82111104329428,150.48428635370163,BUY
2023-03-15,152.99000549316406,151.60777791341147,150.4433339436849,
2023-03-16,155.85000610351562,152.1433342827691,150.56952485584077,
2023-03-17,155.0,152.27333407931857,150.55381048293341,
2023-03-20,157.39999389648438,152.9177771674262,150.72952415829613,
2023-03-21,159.27999877929688,153.62999979654947,151.0500001453218,
2023-03-22,157.8300018310547,154.4344448513455,151.49523853120348,
2023-03-23,158.92999267578125,155.59333292643228,151.97238086518786,
2023-03-24,160.25,156.67999945746527,152.48904782249815,
2023-03-27,158.27999877929688,157.31222195095486,153.03999982561385,
2023-03-28,157.64999389648438,157.82999844021268,153.50333295549666,
2023-03-29,160.77000427246094,158.37666490342883,154.1395234607515,
2023-03-30,162.36000061035156,159.19444274902344,154.95142836797805,
2023-03-31,164.89999389648438,160.02777608235678,155.85571361723402,
2023-04-03,166.1699981689453,160.7933315700955,156.57666596912202,
2023-04-04,165.6300048828125,161.65999857584634,157.13857087634858,
2023-04-05,163.75999450683594,162.19666544596353,157.71761794317337,
2023-04-06,164.66000366210938,162.6866658528646,158.27904692150298,
2023-04-10,162.02999877929688,163.10333251953125,158.82380894252233,
2023-04-11,160.8000030517578,163.45333353678384,159.40952337355841,
2023-04-12,160.10000610351562,163.37888929578992,159.8680950346447,
2023-04-13,165.55999755859375,163.7344445122613,160.48571414039247,
